puesto_trabajo,nombre_empresa,pais,region_estado,tipo_contrato,salario_minimo,salario_maximo,moneda_salario,periodo_salario,plataforma_origen,tipo_fuente_datos,enlace_oferta
Coop. America disponibilidad inmediata: Técnica(o)s en Farmacia,Grupo Intercorp,Perú,"Santiago De Surco, Lima",NA,"S/. 1.150,00 (Mensual)","S/. 1.150,00 (Mensual)",PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-coop-america-disponibilidad-inmediata-tecnicaos-en-farmacia-en-santiago-de-surco-5611CCD73DADD44F61373E686DCF3405#lc=ListOffers-Score3-12
Asesor financiero,Sef Peru Holding SAC,Perú,"Tarapoto, San Martin",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asesor-financiero-en-tarapoto-F2E2AA1EF61B421761373E686DCF3405#lc=ListOffers-Score3-13
Técnico en Farmacia Mifarma / San Borja San Luis,Grupo Intercorp,Perú,"San Borja, Lima",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-tecnico-en-farmacia-mifarma-san-borja-san-luis-en-san-borja-F1A591E5B8C1933961373E686DCF3405#lc=ListOffers-Score3-14
Ejecutivo de Banca Negocios / Prestamype,Sef Peru Holding SAC,Perú,"Arequipa, Arequipa",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-ejecutivo-de-banca-negocios-prestamype-en-arequipa-72C8BC296D62E93361373E686DCF3405#lc=ListOffers-Score3-15
Tutor(a) Académico(a) / Experiencia en Programas Sociales y/o Municipalidades / Part time,Manpower,Perú,"Laredo, La Libertad",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-tutora-academicoa-experiencia-en-programas-sociales-yo-municipalidades-part-time-laredo-80729-en-laredo-FB3492FB673664B861373E686DCF3405#lc=ListOffers-Score3-16
Encuestador de campo/ Auditor de campo canal tradicional,Adecco Perú S.A.,Perú,"Lima, Lima",NA,"S/. 1.300,00 (Mensual)","S/. 1.300,00 (Mensual)",PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-encuestador-de-campo-auditor-de-campo-canal-tradicional-horarios-rotativos-en-lima-EACEA9E54BF5E71261373E686DCF3405#lc=ListOffers-Score3-17
Técnico en Farmacia Los Olivos,Grupo Intercorp,Perú,"Los Olivos, Lima",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-tecnico-en-farmacia-los-olivos-urgente-en-los-olivos-0397CD49D29D2ECE61373E686DCF3405#lc=ListOffers-Score3-18
Técnico en Farmacia San Martín de Porres,Grupo Intercorp,Perú,"San Martin De Porres, Lima",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-tecnico-en-farmacia-san-martin-de-porres-urgente-en-san-martin-de-porres-5AE89A6C4C95EB3F61373E686DCF3405#lc=ListOffers-Score3-19
Técnico Electrónico,Amcor Flexibles Lima,Perú,"Lurin, Lima",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-tecnico-electronico-en-lurin-26F66188CFE8B7ED61373E686DCF3405#lc=ListOffers-Score3-0
Analista Jr. Compras / Retail,Manpower,Perú,"San Isidro, Lima",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-jr-compras-retail-san-isidro-ref66817-en-san-isidro-4E0E039404B9195E61373E686DCF3405#lc=ListOffers-Score3-1
Operario Electricista (Ayacucho),Grupo Tawa,Perú,"Ayacucho, Ayacucho",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-operario-electricista-ayacucho-en-ayacucho-670808785207C48161373E686DCF3405#lc=ListOffers-Score3-2
Asesor Financiero para el Banco Scotiabank,Sef Peru Holding SAC,Perú,"Huaraz, Ancash",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asesor-financiero-para-el-banco-scotiabank-huaraz-en-huaraz-ADE09D4AA85228B361373E686DCF3405#lc=ListOffers-Score3-3
Asesor Call Center/ Descansa SaBADo y DOMiNGo/ Solo de 6am a 2:45pm/Con o SIN EXP/Gana más de S/1500,Grupo Expro,Perú,"Lima, Lima",NA,"S/. 1.500,00 (Mensual)","S/. 1.500,00 (Mensual)",PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asesor-call-center-descansa-sabado-y-domingo-solo-de-6am-a-245pmcon-o-sin-expgana-mas-de-s1500-5-dias-de-capa-y-firma-contrato-planilla-bonos-incentivos-en-lima-403F3BF2668AC26361373E686DCF3405#lc=ListOffers-Score3-4
Asesor de Negocios / Chincha,CAJA TRUJILLO,Perú,"Chincha Alta, Ica",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asesor-de-negocios-chincha-ica-en-chincha-alta-0DED5DA453DE7AED61373E686DCF3405#lc=ListOffers-Score3-5
Asesor Comercial Entidad Bancaria en Chincha,Sef Peru Holding SAC,Perú,"Chincha Alta, Ica",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asesor-comercial-entidad-bancaria-en-chincha-en-chincha-alta-7B3C6EE62B6F467361373E686DCF3405#lc=ListOffers-Score3-6
¡T R U J I L L O! Asesor de ventas Scotiabank,NA,Perú,"Trujillo, La Libertad",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-t-r-u-j-i-l-l-o-asesor-de-ventas-scotiabank-comisiones-ilimitadasbonoshorarios-flexibles-en-trujillo-270F2E855C57015061373E686DCF3405#lc=ListOffers-Score3-7
¡C H I C L A Y O! Asesor de ventas Scotiabank,NA,Perú,"Chiclayo, Lambayeque",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-c-h-i-c-l-a-y-o-asesor-de-ventas-scotiabank-comisionesbonoshorario-flexiblelinea-de-carrera-en-chiclayo-767FCDCBFFDCFF4261373E686DCF3405#lc=ListOffers-Score3-8
¡H U A N C A Y O! Asesor Prestamos Scotiabank,MF Asesoria y Consultoria SAC,Perú,"Huancayo, Junin",Presencial y remoto,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-h-u-a-n-c-a-y-o-asesor-prestamos-scotiabank-comisiones-ilimitadashorario-flexible-en-huancayo-55E243D63BCEE52E61373E686DCF3405#lc=ListOffers-Score3-9
Asistente de Pricing,Grupo Intercorp,Perú,"San Borja, Lima",Presencial y remoto,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asistente-de-pricing-en-san-borja-C7A219672DB2BB6C61373E686DCF3405#lc=ListOffers-Score3-10
Asesor Comercial Entidad Bancaria Pisco,Sef Peru Holding SAC,Perú,"Pisco, Ica",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asesor-comercial-entidad-bancaria-pisco-en-pisco-A25187E47522647661373E686DCF3405#lc=ListOffers-Score3-11
Corredor de Seguros / Volantes,Adecco Perú S.A.,Perú,"Lima, Lima",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-corredor-de-seguros-volantes-lima-en-lima-719FA3554063286661373E686DCF3405#lc=ListOffers-Score3-12
Trabajo Desde Casa Ingeniero ETL / Ref. 0339,BairesDev LLC,Perú,"San Isidro, Lima",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-trabajo-desde-casa-ingeniero-etl-ref-0339-en-san-isidro-8831153F0867EB8061373E686DCF3405#lc=ListOffers-Score3-13
Asesor de Créditos Grupal / Trabajo en campo / Trujillo,COOPAC Santa Isabel,Perú,"Trujillo, La Libertad",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asesor-de-creditos-grupal-trabajo-en-campo-trujillo-rubro-financiero-en-trujillo-E164763C1CAA3FA161373E686DCF3405#lc=ListOffers-Score3-14
Asesor de Créditos Grupal / Trabajo en campo / Chimbote,COOPAC Santa Isabel,Perú,"Chimbote, Ancash",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asesor-de-creditos-grupal-trabajo-en-campo-chimbote-en-chimbote-7EFE07D8756A125561373E686DCF3405#lc=ListOffers-Score3-15
Trabajo Desde Casa Desarrollador React Junior / Ref. 0169,BairesDev LLC,Perú,"Piura, Piura",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-trabajo-desde-casa-desarrollador-react-junior-ref-0169-en-piura-A5DBDA63B4F2CF2C61373E686DCF3405#lc=ListOffers-Score3-16
Trabajo Desde Casa Desarrollador Junior .NET / Ref. 0001,BairesDev LLC,Perú,"Moquegua, Moquegua",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-trabajo-desde-casa-desarrollador-junior-net-ref-0001-en-moquegua-C9D7E289B0D254CE61373E686DCF3405#lc=ListOffers-Score3-17
Asesor Comercial / Sede Abancay / Movistar /Planilla Completa,J.S.MARKET SOLUTIONS S.A.C.,Perú,"Abancay, Apurimac",NA,"S/. 1.430,00 (Mensual)","S/. 1.430,00 (Mensual)",PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asesor-comercial-sede-abancay-movistar-planilla-completa-sueldo-fijo-bono-de-movilidad-viaticos-comisiones-altas-y-bonos-en-abancay-FDE98593AB4B4A5461373E686DCF3405#lc=ListOffers-Score3-18
Asesor Comercial /Movistar / Sede Espinar / Planilla Completa,J.S.MARKET SOLUTIONS S.A.C.,Perú,"Espinar, Cusco",NA,"S/. 1.430,00 (Mensual)","S/. 1.430,00 (Mensual)",PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asesor-comercial-movistar-sede-espinar-planilla-completa-sueldo-fijo-bono-de-movilidad-viaticos-comisiones-altas-y-bonos-en-espinar-C104AF28498BB9CF61373E686DCF3405#lc=ListOffers-Score3-19
Técnico en Farmacia Huaral,Grupo Intercorp,Perú,"Huaral, Lima",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-tecnico-en-farmacia-huaral-urgente-en-huaral-16016D65E1F4700061373E686DCF3405#lc=ListOffers-Score3-0
Asesor Comercial Entidad Bancaria Cañete,Sef Peru Holding SAC,Perú,"San Vicente De Cañete, Lima",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asesor-comercial-entidad-bancaria-canete-en-san-vicente-de-canete-1EFFD9FF6F96A90A61373E686DCF3405#lc=ListOffers-Score3-1
Analista de Administración de Personal / Recursos Humanos,Overall Strategy,Perú,"Miraflores, Lima",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-administracion-de-personal-recursos-humanos-en-miraflores-4BD6DFA7CA3CBB3461373E686DCF3405#lc=ListOffers-Score3-2
Oportunidad Laboral para trabajar en el Banco Scotiabank/Promotor Financiero,Sef Peru Holding SAC,Perú,"Lima, Lima",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-oportunidad-laboral-para-trabajar-en-el-banco-scotiabankpromotor-financiero-con-experiencia-en-ventasconvenios-en-lima-F838BD16AB71493761373E686DCF3405#lc=ListOffers-Score3-3
Asesor de Créditos  para el Banco Scotiabank,Sef Peru Holding SAC,Perú,"Lince, Lima",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asesor-de-creditos-para-el-banco-scotiabank-con-experiencia-en-ventas-en-lince-CF2151A01BEC6C6061373E686DCF3405#lc=ListOffers-Score3-4
Coordinador Comercial / Movistar / La Merced,NA,Perú,"Chanchamayo, Junin",NA,"S/. 2.500,00 (Mensual)","S/. 2.500,00 (Mensual)",PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-coordinador-comercial-movistar-la-merced-planilla-completa-sueldo-fijo-movilidad-viaticos-bonos-en-chanchamayo-D3737DFD7EEDF36B61373E686DCF3405#lc=ListOffers-Score3-5
Asistente de Reclutamiento y Selección de Personal,NA,Perú,"San Isidro, Lima",Presencial y remoto,"S/. 1.200,00 (Mensual)","S/. 1.200,00 (Mensual)",PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asistente-de-reclutamiento-y-seleccion-de-personal-en-san-isidro-A0C155E86AA13C3661373E686DCF3405#lc=ListOffers-Score3-6
Trabajo Desde Casa Líder Técnico C++ / Ref. 0043,BairesDev LLC,Perú,"Trujillo, La Libertad",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-trabajo-desde-casa-lider-tecnico-c-ref-0043-en-trujillo-8A7B0110AC19554961373E686DCF3405#lc=ListOffers-Score3-7
Técnico en Farmacia Tumbes,Grupo Intercorp,Perú,"Casma, Ancash",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-tecnico-en-farmacia-tumbes-urgente-en-casma-BF8DB91CC4996CD561373E686DCF3405#lc=ListOffers-Score3-8
Coordinador(a) de Mantenimiento,NA,Perú,"San Borja, Lima",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-coordinadora-de-mantenimiento-en-san-borja-1B3EBFF2B2E92F5F61373E686DCF3405#lc=ListOffers-Score3-9
Trabajo Desde Casa Analista de Gestión Empresarial / Ref. 0031,BairesDev LLC,Perú,"Chiclayo, Lambayeque",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-trabajo-desde-casa-analista-de-gestion-empresarial-ref-0031-en-chiclayo-BA308F2105733AE861373E686DCF3405#lc=ListOffers-Score3-10
Trabajo Desde Casa Analista de Business Intelligence / Ref. 0078,BairesDev LLC,Perú,"Ancon, Lima",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-trabajo-desde-casa-analista-de-business-intelligence-ref-0078-en-ancon-2D06986B117CF98B61373E686DCF3405#lc=ListOffers-Score3-11
Técnico en Farmacia Piura,Grupo Intercorp,Perú,"Amotape, Piura",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-tecnico-en-farmacia-piura-urgente-en-amotape-54F72D6C2CE048F061373E686DCF3405#lc=ListOffers-Score3-12
Técnico en Farmacia Lambayeque,Grupo Intercorp,Perú,"Cayalti, Lambayeque",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-tecnico-en-farmacia-lambayeque-urgente-en-cayalti-7266B17329EF88A161373E686DCF3405#lc=ListOffers-Score3-13
Técnico en Farmacia La libertad,Grupo Intercorp,Perú,"Cascas, La Libertad",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-tecnico-en-farmacia-la-libertad-urgente-en-cascas-355938C8D459889F61373E686DCF3405#lc=ListOffers-Score3-14
Promotor(a) de Ventas / Canal Mayorista / Cuentas Claves / Licencia A1,Manpower,Perú,"Trujillo, La Libertad",NA,"S/. 1.800,00 (Mensual)","S/. 1.800,00 (Mensual)",PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-promotora-de-ventas-canal-mayorista-cuentas-claves-licencia-a1-trujillo-ref-80872-en-trujillo-B60938C6888E408361373E686DCF3405#lc=ListOffers-Score3-15
Vendedores de Joyería,Perfumerias Unidas S.A.,Perú,"Santiago De Surco, Lima",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-vendedores-de-joyeria-boutique-jockey-plaza-con-o-sin-experiencia-en-santiago-de-surco-6CFFA1A58B3A897861373E686DCF3405#lc=ListOffers-Score3-16
Trabajo Desde Casa Gerente de Ingeniería Análitica / Ref. 0078,BairesDev LLC,Perú,"Cajamarca, Cajamarca",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-trabajo-desde-casa-gerente-de-ingenieria-analitica-ref-0078-en-cajamarca-5119CF95DD6D0CA761373E686DCF3405#lc=ListOffers-Score3-17
Trabajo Desde Casa Tester de Software (QA) / I + D / Ref. 0027,BairesDev LLC,Perú,"Santiago De Surco, Lima",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-trabajo-desde-casa-tester-de-software-qa-i-d-ref-0027-en-santiago-de-surco-467BBD53B2493A2C61373E686DCF3405#lc=ListOffers-Score3-18
Trabajo Desde Casa Ingeniero de Automatización de QA / Investigación y Desarrollo / Ref. 0050,BairesDev LLC,Perú,"San Isidro, Lima",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-trabajo-desde-casa-ingeniero-de-automatizacion-de-qa-investigacion-y-desarrollo-ref-0050-en-san-isidro-BA423C5C64F1C83961373E686DCF3405#lc=ListOffers-Score3-19
Trabajo Desde Casa Analista de QA Senior / Investigación y Desarrollo / Ref. 0027,BairesDev LLC,Perú,"San Isidro, Lima",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-trabajo-desde-casa-analista-de-qa-senior-investigacion-y-desarrollo-ref-0027-en-san-isidro-E91F8068120C27F461373E686DCF3405#lc=ListOffers-Score3-0
Trabajo Desde Casa Desarrollador Python Backend / Investigación y Desarrollo / Ref. 0071,BairesDev LLC,Perú,"Trujillo, La Libertad",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-trabajo-desde-casa-desarrollador-python-backend-investigacion-y-desarrollo-ref-0071-en-trujillo-FFF513DBCFC11D0761373E686DCF3405#lc=ListOffers-Score3-1
Trabajo Desde Casa Automatizador Junior QA / Investigación + Desarrollo / Ref. 0166,BairesDev LLC,Perú,"Lima, Lima",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-trabajo-desde-casa-automatizador-junior-qa-investigacion-desarrollo-ref-0166-en-lima-B747D5B7E320360861373E686DCF3405#lc=ListOffers-Score3-2
Trabajo Desde Casa Desarrollador Backend Junior Python / Investigación + Desarrollo / Ref. 0071,BairesDev LLC,Perú,"Lima, Lima",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-trabajo-desde-casa-desarrollador-backend-junior-python-investigacion-desarrollo-ref-0071-en-lima-7A49D8D5C074F1E761373E686DCF3405#lc=ListOffers-Score3-3
Técnico en Farmacia Cajamarca,Grupo Intercorp,Perú,"Chadin, Cajamarca",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-tecnico-en-farmacia-cajamarca-urgente-en-chadin-EC45F1158092D5CF61373E686DCF3405#lc=ListOffers-Score3-4
Asesor de Créditos por Convenio BBVA,Sef Peru Holding SAC,Perú,"Chaupimarca, Pasco",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asesor-de-creditos-por-convenio-bbva-pasco-en-chaupimarca-EE974DE46848F0EE61373E686DCF3405#lc=ListOffers-Score3-5
Asesor Call Center/ Descansa SaBADo y DOMiNGo/ Solo de 6am a 2:45pm/Con o SIN EXP/Sueldo Fijo S/1500,Grupo Expro,Perú,"Lima, Lima",NA,"S/. 1.500,00 (Mensual)","S/. 1.500,00 (Mensual)",PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asesor-call-center-descansa-sabado-y-domingo-solo-de-6am-a-245pmcon-o-sin-expsueldo-fijo-s1500-5-dias-de-capa-y-firma-contrato-planilla-bonos-incentivos-en-lima-23BF6B1239A424A561373E686DCF3405#lc=ListOffers-Score3-6
Auxiliar Operador Logístico / Villa El Salvador,Manpower,Perú,"Villa El Salvador, Lima",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-operador-logistico-villa-el-salvador-alimentacion-movilidad-eps-en-villa-el-salvador-49EC18CE3A8A90EB61373E686DCF3405#lc=ListOffers-Score3-7
Urgente! Se busca Auxiliar de  verificación de liquidaciones – facturación / San Isidro,Manpower,Perú,"Lima, Lima",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-urgente-se-busca-auxiliar-de-verificacion-de-liquidaciones-facturacion-san-isidro-minimo-6-meses-de-experiencia-en-lima-BA158E23052986B861373E686DCF3405#lc=ListOffers-Score3-8
Trabajo Desde Casa Desarrollador Fullstack .NET + Angular / Investigación y Desarrollo / Ref. 0001,BairesDev LLC,Perú,"Tacna, Tacna",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-trabajo-desde-casa-desarrollador-fullstack-net-angular-investigacion-y-desarrollo-ref-0001-en-tacna-54850615D5180DCC61373E686DCF3405#lc=ListOffers-Score3-9
Trabajo Desde Casa Desarrollador .NET / Ref. 0001,BairesDev LLC,Perú,"Chimbote, Ancash",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-trabajo-desde-casa-desarrollador-net-ref-0001-en-chimbote-9D73E56EF733CB2761373E686DCF3405#lc=ListOffers-Score3-10
Asesor(a) inmobiliario / Sede Lurin / Sin experiencia,NA,Perú,"Lurin, Lima",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asesora-inmobiliario-sede-lurin-sin-experiencia-en-lurin-BFEF1A72B79B037F61373E686DCF3405#lc=ListOffers-Score3-11
"Supervisor de Laboratorio, Minería con experiencia en técnica ICP",EXPERTISE PERÚ,Perú,"Moquegua, Moquegua",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-supervisor-de-laboratorio-mineria-con-experiencia-en-tecnica-icp-proyecto-minero-en-moquegua-en-moquegua-3F2070A18A3A2E9561373E686DCF3405#lc=ListOffers-Score3-12
Técnico en Farmacia Amazonas,Grupo Intercorp,Perú,"Balsas, Amazonas",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-tecnico-en-farmacia-amazonas-urgente-en-balsas-409E1AED811D436761373E686DCF3405#lc=ListOffers-Score3-13
