puesto_estandarizado,empresa,ubicacion,modalidad,salario_estimado
Maestro de Cocina (14x7)/ Campamento Minero / Moquegua,Sodexo Perú S.A.C.,,,
Practicante de Reclutamiento (Recien Egresado)  Lima,Manpower,,Presencial y remoto,
Operador cctv / Cercado de Lima /24x24,FRITZ SPORT SAC,,,
Nuevo Tambo Fontana / La Molina  (Solicitamos Administrador (a) de Tienda) Horarios Flexibles,Tiendas Tambo,,,
¡Postula YA! Asesores Call Center de ATC Entel/  Sueldo Fijo++Bonos+Planilla Completa,A365,,Presencial y remoto,
Auxiliares de Almacen / Villa El Salvador / 1400 planilla completa + horas extras,Overall Strategy,,,
Prensista,Cantol S.A.C.,,,
Vendedoras Trujillo,Manufacturas Kukuli SAC,,,
Operario de Almacén para Villa el Salvador,Smart Brands SAC,,,
Procurador Marítimo,Agencia Marítima,,,
Prensista,Cantol S.A.C.,,,
Jefe Zonal Norte para Provincias con Experiencia en empresa de Seguridad,,,,
Técnico Mecánico mantenimiento,INVERSIONES LIBER S.A.,,,
Atención al cliente/ Digitador ZONA SUR,Arequipa Expreso Marvisur  E.I.R.L.,,,
Ayudante electricista,Arequipa Expreso Marvisur  E.I.R.L.,,,
Administrador /a de sucursales,Arequipa Expreso Marvisur  E.I.R.L.,,,
Mecánicos o ayudante de mecánico (unidades Semitrailer ) y Electricista (automotriz),Arequipa Expreso Marvisur  E.I.R.L.,,,
Asistente Legal de Reclamos,Arequipa Expreso Marvisur  E.I.R.L.,,,
Analista de Almacén Minero / Cajamarquilla,Manpower,,,
Auxiliar de Almacén,Manpower,,,
Ayudante de Cocina / Campamento en Cusco régimen 21x7,Sodexo Perú S.A.C.,,,
"Vendedor de Campo/ Canal tradicional / Ruta Bodegas, minimarket / Lima Centro",Total Talent Human Resources,,,
Biólogo Especialista en Gestión Ambiental,OZONE CONSULTING,,,
Urgentes personal para Magdalena  C/s  experiencia / Cocina/ Mozo / Multifunción/ Caja /Anfitriona,COMSABOR,,,
Bartender Part y Full Time / Aeropuerto,Inversiones Fisa,,,
Vendedores de Campo / Preventistas / Distribuidora de Productos de Consumo Masivo,Comercial La Golosina EIRL,,,
Mecánico con licencia A2b / Minera Las Bambas / régimen 14x7,AMBIPAR,,,
Checker,MEDLOG,,,
Asistente de Logística Cercado,Comercial La Golosina EIRL,,,
Asistente Logistico,Comercial La Golosina EIRL,,,
Operador de Centro de Control / Experiencia en Gps,Yobel SCM,,,
Supervisor seguridad,Estacion de Servicios San Jose Espinar Cusco,,,
Encargado de Almacén,SEKUR,,,
Asistente Administrativo Junior/ Restaurantes,COMSABOR,,,
Clasificado por Reglas,FALABELLA CORPORATIVO PERÚ,,,
Supervisor de Seguridad y Salud en el Trabajo / Lurin,AZZORTI,,,
Asesor de ventas en Campo: Planilla completa + comisiones ilimitadas,Verisure Peru SAC,,,
Gerente de Tienda Tottus Huanuco,FALABELLA CORPORATIVO PERÚ,,,
Técnico de soporte de dispositivos móviles y de cómputo,MCENTER,,,
Se busca  Cajeras para Sede Miraflores / Grupo Edo,Grupo Edo,,,
Asesor de Negocios Microempresa / Con experiencia  Huancayo,Financiera QAPAQ,,,
Operario de limpieza para trabajar en Universidad frente  al Real Plaza Salaverry,EULEN del Perú,,,
Supervisor de Calidad Centro de Fabricacion Villa el Salvador,Grupo Intercorp,,,
Asesor de Negocios Microempresa / Con experiencia Chincha,Financiera QAPAQ,,,
Asesor de Negocios Microempresa / Con experiencia Ag Huaral,Financiera QAPAQ,,,
Asesor de Negocios Microempresa / Con experiencia San Juan de Lurigancho,Financiera QAPAQ,,,
Asesor de Negocios Microempresa / Con experiencia Ag Tarma,Financiera QAPAQ,,,
Tasador(a) / La Molina,Financiera QAPAQ,,,
Asesor de Negocios Microempresa / Con experiencia Comas,Financiera QAPAQ,,,
Asesor de Negocios Microempresa / Con experiencia Imperial,Financiera QAPAQ,,,
Asesor de Negocios Microempresa / Con experiencia  Ventanilla,Financiera QAPAQ,,,
Asesor de Negocios Microempresa / Con experiencia Ica,Financiera QAPAQ,,,
Asesor de Negocios Microempresa / Con experiencia El Tambo,Financiera QAPAQ,,,
Asesor de Negocios Microempresa / Con experiencia Lima Norte,Financiera QAPAQ,,,
Ejecutiva de ventas para aparatos auditivos para Cajamarca/S/2000/ Planilla completa,GRUPO PROGESTION,,,
Operador de Planta 3,Minera Shouxin  Perú S.A.,,,
Supervisor de Seguridad Integral,Servicios Aeroportuarios Andinos SA,,,
Supervisor de Planta,Minera Shouxin  Perú S.A.,,,
Operador de planta 2,Minera Shouxin  Perú S.A.,,,
Operador de planta 2,Minera Shouxin  Perú S.A.,,,
Asistente de Tráfico e Importaciones,Minera Shouxin  Perú S.A.,,,
Guest Relations Executive / Concierge / Hotel 5 estrellas,Eurofirms Perú,,,
Housekeeping / Cuartelero / Hotel 5 estrellas,Eurofirms Perú,,,
Guest Experience Executive / Concierge / Hotel 5 estrellas,Eurofirms Perú,,,
Ingeniero de Oficina Técnica,TECNO FAST S.A.C,,,
Técnico Inspector de Medidores de Luz,Eurofirms Perú,,,
Técnico de Climatización y Aire Acondicionado,HZA GROUP,,Presencial y remoto,
Asesor de Negocios Microempresa / Con experiencia Zárate,Financiera QAPAQ,,,
Asesor de Negocios Microempresa / Con experiencia San Juan de Miraflores,Financiera QAPAQ,,,
Asesor(a) de negocios para Mi banco/ Sullana,Manpower,,,
Asistente Contable/Hotelería,Union Hotel Boutique Cusco,,,
Administrador de Servicios Generales,TECNO FAST S.A.C,,,
Asesor SAE Telefónico (UTP) / Trabajo Remoto / 2pm a 11pm,Universidad Tecnológica del Perú,,,
Ejecutivo de Servicios  Andahuaylas ( Temporal),Caja Rural de Ahorro y Credito Los Andes S.A.,,,
Jefe de Proyecto de Telecomunicaciones,ESE PERU S.A.C.,,,
técnico/a mecánico automotriz,TECNICA DE MOTORES DIESEL-GAS S.A.C.,,,
Mecanico de Mantenimiento y Mecánico Cerrador,Green Perú S.A,,,
asistente contabilidad,GROUP REYBRITECH E.I.R.L.,,,
coordinador contable,GREEN GOLD PACIFIC S.A.C.,,Presencial y remoto,
Asistente de Finanzas / Centro de Lima,I-RUN,,,
Auxiliar de Inventario (Digitador(a) logístico),I-RUN,,,
Encargado de Tienda / Centro de Lima,,,,
Asistente Administrativo/WebControl/Minería,Adecco Perú S.A.,,,
Cajeros/as Multifuncion FULL TIME  restaurante en Lince,Isushi,,,
Gerente general Sector Salud droguería,GEOMEDIC PERU E.I.R.L,,,
Especialista de Cobranzas,Grupo AUNA,,Presencial y remoto,
Atencion al cliente  Part Time Multifuncional Real Plaza Piura,OTTO GRILL,,,
Modelador Bim,INROPLAS S.A.C.,,,
"Asesores Back Office c/ experiencia, Rubro Inmobiliaria",Manpower,,,
Analista de Recursos Humanos,TANQAY,,,
Proyectista mecánico,,,,
Prevencionista de Seguridad // Casino Golden Palace,Casino Golden Palace,,,
Operario de Aire Acondicionado,CRM Solution,,,
Ayudante Operario de Aire Acondicionado,CRM Solution,,,
Vendedor para canal tradicional,Solimano Asociados,,,
Practicante Profesional de People Analytics,,,,
Mecánico Eléctrico Junior,INDPACK S.A.C.,,,
Practicante de ventas,,,,
Asistente de Almacén / Guías e inventarios Villa el Salvador,Adecco Perú S.A.,,,
Electricista Industrial Junior,INDPACK S.A.C.,,,
Operario Calificado Maquinista (Blistera / Sachetera),Laboratorios Portugal,,,
Técnico Electrónico / Huacho,Redondos S.A.,,,
Asistente de RRHH,Agricola y Ganadera Chavin de Huantar,,,
"Técnica en farmacia. Los Olivos, Comas",Botica Salud,,,
Asistente de base de datos estudiantil,Visiva,,,
Supervisor de Seguridad / Arequipa  (Rubro Energía),OCA GLOBAL PERÚ,,,
Mecánico automotriz,Turismo JAKSA,,,
Supervisor Escolta Op. Bambas,MC Transportes S.R.L.,,,
Mecánico Electricista Automotriz,INGENIERÍA MANTENIMIENTO CONSTRUCCIÓN Y SERVICIOS S.A.C.,,,
Supervisor de Operaciones Villa el Salvador / Comidas Preparadas,Adecco Perú S.A.,,,
Jefe de proyectos de TI,XOREX PERU,,,
Urgente ILO! Brigadista Descansero / Experiencia Certificada en Primeros Auxilios/12 Horas,Iseg Perú S.A.C,,,
Urgente Tacna! Brigadista Descansero / Experiencia Certificada en Primeros Auxilios/12 Horas,Iseg Perú S.A.C,,,
Supervisor de Operaciones Villa el Salvador / Panadería y Pastelería,Adecco Perú S.A.,,,
Controller Regular,NetCall,,,
Practicante Profesional de Administración / Sede Lurin,POLYSISTEMAS CORP S.A.C.,,,
Coordinador(a) de servicios generales y administración de colegio temporal sede Piura El Progreso,Innova Schools,,,
Clasificado por Reglas,V&V SOLUCIONES,,,
Ayudante Eléctrico Automotriz (Arequipa),Rico Pollo S.A.C.,,,
Mesero y/o Barista,La Cocina de Ximena,,,
Ingeniero / Arquitecto de Calidad,ALFERZA DESARROLLADORA,,,
Modelador BIM MEP,ALFERZA DESARROLLADORA,,,
Jefe de Administracion de Personal y Atracción del Talento,,,,
¡Urgente! Operador Centro de Control CCTV C/Exp para Zona de Callao,Iseg Perú S.A.C,,,
Vendedora de ropa de dama en tienda,ASE-PERU,,,
Barman / Full time,Señor Limon Sac,,,
Asesor Educativo (Ventas) UCAL La Molina,Visiva,,,
Operario / Técnico Electricista,OCA GLOBAL PERÚ,,,
Supervisor Ssoma Villa el Salvador Rubro Alimentos /Tarde y Noche,Adecco Perú S.A.,,,
Técnico Mecánico Automotriz (Arequipa),Rico Pollo S.A.C.,,,
Asistente en Logística y Despacho,VISSO,,,
Asistente legal San Isidro,PROMOCION DE SERVICIOS VARIOS S.A.C,,,
"Operaria de limpieza para turno tarde, sede club deportivo en San Isidro",EULEN del Perú,,,
Asistente de Carpintería,Overall Strategy,,,
Operador(a) Centro de Control CCTV  en Chiclayo,Prosegur,,,
Operador(a) Centro de Control CCTV en TPE Paita,Prosegur,,,
Operador(a) Centro de Control CCTV en Ilo,Prosegur,,,
Cajero(a) Multifuncional Turno Mañana,BOCASIÓN S.A.C.,,,
Coordinador de Seguridad Patrimonial UM Gold Fields en Cajamarca Régimen 8X6,Prosegur,,,
"Servicio al cliente Mesero(a) /Sede Santa Anita, Surco y La Molina / Maria Almenara.",Maria Almenara SAC,,,
Auxiliar administrativo/a San Isidro,PROMOCION DE SERVICIOS VARIOS S.A.C,,,
Analista de Ciberseguridad,INDRA,,,
Se busca Teleoperadores de Ventas Para Trabajo Remoto! Full Time 8Am a 5Pm Home Office,,,,
Auxiliar de Soporte TI Full Time Turno Tarde / UTP Lima Centro,Universidad Tecnológica del Perú,,,
Técnico Electrónico,Amcor Flexibles Lima,,,
Coordinador de Utilities y Mantenimiento Predictivo,Amcor Flexibles Lima,,Presencial y remoto,
Banco Falabella/ Ejecutivo Comercial Mall Plaza Bellavista/Sector Financiero,FALABELLA CORPORATIVO PERÚ,,,
Operaria de limpieza temporal para trabajar en San Borja planilla completa,EULEN del Perú,,,
Maestro Eléctrico / Callao,Grupo Tawa,,,
Barra Multifuncional La Rambla San Borja,,,,
Supervisora de producción,ABASTECEDORA ALIMENTICIA S.A.C.,,,
tecnico,APOYO Y SERVICIOS PROFESIONALES S.A.C.,,,
Coordinador Mantenimiento Division Rutas,Mountain Lodges of Perú S.A.C.,,,
Técnico de Servicio de Lubricación,,,Presencial y remoto,
Asistente de Costos,,,,
Almacenero Cajamarca,NOGASA S.A.C.,,,
Agente de Campo Freelance,ROCKETPIN SOCIEDAD ANONIMA CERRADA - ROCKETPIN S.A.C.,,,
Auxiliar de Almacén,Tejidos San Jacinto S.A.,,,
Maquinista Flexográfico,Label Perú S.A.C.,,,
Encargada de Cobranzas,MISIÓN TECNOLÓGICA,,,
Asesor de Atención al Cliente,R&V,,,
Técnico Electricista,ULTRASEGUR SAC,,,
Recepcionista,,,,
Asistente Administrativo/a,,,,
Conductor Profesional A2B,Asistencia Mecanica,,,
Operador Call Center,Asistencia Mecanica,,,
Medico Ocupacional / Surco / L a S 7am a 4pm,S.G NATCLAR SAC,,,
Jefatura de Recursos Humanos,INVERSIONES NORTE SUR SAC,,,
Asesor de Negocios / Chincha,CAJA TRUJILLO,,,
Asesor de Negocios / Sede Huachipa,CAJA TRUJILLO,,,
Asesor de Negocios / Sede Tarma,CAJA TRUJILLO,,,
Practicante Preprofesional Contabilidad,Inversiones Fisa,,,
Home Delivery / Operario de Almacen FT / Arequipa,FALABELLA CORPORATIVO PERÚ,,,
Home Delivery / Operario de Almacen FT,FALABELLA CORPORATIVO PERÚ,,,
Asistente Contable,,,,
Programador junior/ Analista de programación con conocimiento en phython/ingreso a planilla completa,,,,
Asesor de Negocios / Sede Miraflores / Lima,CAJA TRUJILLO,,,
Vendedora Gamarra,Manufacturas Kukuli SAC,,,
Tecnico de Impresoras,Ricoh del Peru S.A.C.,,,
Banco Falabella/ Ejecutivo Comercial Jockey Plaza/Sector Financiero,FALABELLA CORPORATIVO PERÚ,,,
Operarios de Producción / Ingreso Inmediato,GRUPO PROGESTION,,,
Técnico de Mantenimiento Eléctrico (Piura),Grupo Pacasmayo,,,
Operaria de limpieza para trabajar en universidad sede San Isidro modalidad volante,EULEN del Perú,,,
Operarios de Producción / Planta Industrial // Sede SJL,GRUPO PROGESTION,,,
Operario de despacho CD Villa El Salvador,Dimerc Perú SAC,,,
Asistente administrativo de almacen,,,,
Asesor(a) de Atención y Ventas Cruzadas – Prepago,Atento Perú,,,
Gestor de Cobranzas Motorizado Cartera Pesada Zona Lima Este,,,,
Asesor Call Center / San Isidro,Digital Max,,,
¡Inicia Ya!  Con o sin exp / Asesor de ventas Portabilidad /  Comisiones mas de S/.2000,Atento Perú,,,
Asesor(a) de Atención al Cliente + Ventas Cruzadas – Postpago,Atento Perú,,,
Analista de compras nacionales e importaciones con exp  mayor a 2 años en el puesto,,,,
Convocatoria masiva!  Auxiliar general // Turno de 9pm a 6am// Alimentación+ Bono //Santa Anita,Sodexo Perú S.A.C.,,,
Modelador de Datos GCP,Vooxell,,,
Gestor de Proyectos,Vooxell,,Presencial y remoto,
Asesor (a) Comercial Tiempo completo / Arequipa,,,,
Jefe(a) de Housekeeping Tambo del Inka A Luxury Collection Resort Y Spa,INTURSA,,,
Asesor/a de Ventas – Convergente (Servicios Fijos y Móviles),Atento Perú,,,
Electricista Automotriz,CORPORACIÓN DE TRANSPORTES CARLEY SOCIEDAD ANONIMA CERRADA,,,
Coordinador de Almacen,Staff Representaciones S.A.,,,
Técnico en neumáticos en comas!!,Grupo Vega,,,
Analista Programador Fullstack  Sector Seguros,Materia Gris,,,
Asistente de Planeamiento de Distribución,Solum Logistics SAC,,,
Teleoperador/a portabilidad claro,Atento Perú,,,
Enfermero (a) Coordinador de Emergencia,,,,
coordinador de credito y cobranzas  lugar zapallal,MAGINSA INDUSTRIAL SAC,,,
Jefe de Recursos Humanos,,,,
Soldador Homologado / Calderero,,,,
Técnico mecánico mantenimiento,,,,
Tecnico de Taller Mecatornico  Camiones y Buses,Divemotor,,,
Operador Ssoma/ Pisco/ Rubro mineria/ Planta de fundicion/ 6x2,Grupo Tawa,,,
Maestro Eléctrico  para Planta Metalmecánica en el Callao / Planilla completa,Grupo Tawa,,,
Chinawok Arequipa / Gerente de Tienda / Administrador,NG Restaurants,,,
Asesor de Negocio Individual con Experiencia  OF. Tacna,Financiera Confianza,,,
Promotor de venta tiempo completo   / Pedregal,Estilos S.R.L.,,,
Encargado de Almacen,GRUPO BALBOA MORALES,,,
Asistente Contable  Experiencia activos fijos /  Sector Industrial o Minero,Manpower,,,
Personal del limpieza para trabajar en Clínica cerca al Real Plaza Salaverry,EULEN del Perú,,,
Personal del limpieza para trabajar en Clínica cerca al Real Plaza Salaverry,EULEN del Perú,,,
Auxiliar Logístico / Lurín,ONURIS TALENT S.A.C.,,,
Auxiliar  Contable /Ingles Avanzado,GRUPO SUNDA,,,
Mozo/a de salón Full Time / Av. El Polo,RETAIL SERVICES SAC,,,
Asistente de Facturación,,,,
Operativo de Atención al Cliente (Campañas de Salud Ocupacional),,,,
Operador de Alarmas de Intrusión Mina / 14x7 / Manejo de Dron,K2 Seguridad y Resguardo S.A.C.,,,
Ingeniero de datos GCP,Vooxell,,Presencial y remoto,
Medico Ocupacional / L a S 10am  2pm / Arequipa,S.G NATCLAR SAC,,,
Asistente  contable Tesoreria,,,,
Mozo/a Part Time / Av. El Polo,RETAIL SERVICES SAC,,,
Técnico Mecánico de Mantenimiento,Happyland,,,
Auxiliar Almacen,EURORITAIL,,,
Supervisor Ventas,Mountain Lodges of Perú S.A.C.,,Presencial y remoto,
Cajeros Multifuncionales volantes / Full time / Sueldo fijo + Pasaje/ Centro de Lima y Gamarra,MEYTEN,,,
Responsable de Investigacion y Desarrollo,AICASA,,,
supervisor producción,AICASA,,,
Auxiliar de Mecánica y Ensamblaje de Motos,,,,
Asistente Comercial,COMSITEC HOLDINGS S.A.C.,,,
"Cajero Bancario / Mibanco / AG Gamarra, La Victoria",Manpower,,,
Asistente de proyectos e ingenieria,CORPORACION UEZU S.A.C.,,,
Jefe de Validaciones Químico Farmacéutico,Laboratorios AC Farma S.A.,,,
Supervisor de Ventas para Tiendas Express Ente,POWER TIMBER S.A.C.,,,
Asistente Logístico / Digitador Logístico Osaka,MCK Hospitality,,,
Ayudante de Panaderia  bajo régimen 21x7 campamento en Cusco,Sodexo Perú S.A.C.,,,
Chef de concesionaria,APC Corporacion,,,
Técnico Carpintero / Campamento en Cusco / Régimen 21x7,Sodexo Perú S.A.C.,,,
Operario de limpieza temporal para trabajar por Javier Prado con paseo de la republica Turno tarde,EULEN del Perú,,,
Asesor de ventas / Livingstone / Aeropuerto,RETAIL SERVICES SAC,,,
Cajero(a) con o sin experiencia / San Luis / Sueldo Fijo + Bonos,Apuesta Total,,,
Enfermero Ocupacional / Callao,,,,
Técnico de Laboratorio Clínico ( Flebotomista ) Arequipa,Precisa - Laboratorio Clínico,,,
Operador de Agendamiento Técnico / Call Center,Verisure Peru SAC,,,
Trabajo Desde Casa Ingeniero DevOps / Ref. 0121S,BairesDev LLC,,,
Inspector de laboratorio de medidores de Agua,Industrias Triveca S.A.C.,,,
Ingeniero de perforación y voladura,Operaciones Seprocal,,,
Supervisor de oficina Agencia Abancay,Financiera Confianza,,,
metrólogo/a,CALIBRACIONES S.A.,,,
Mecánico de camiones para Moquegua,Divemotor,,,
Ejecutivo de Atención al Cliente / Con experiencia en call Center,Verisure Peru SAC,,,
Técnico de Laboratorio Clínico ( Flebotomista ) Piura,Precisa - Laboratorio Clínico,,,
Clasificado por Reglas,BairesDev LLC,,,
Ingeniero HSE para importante empresa del rubro minero metalmecánico,Dimarza SAC,,,
Clasificado por Reglas,BairesDev LLC,,,
Químico Farmacéutico Analista programador HPLC,IQ Farma,,,
Clasificado por Reglas,BairesDev LLC,,,
Chofer con Vehiculo Cyber,Grupo Pro,,,
Asistente de Operaciones con Experiencia en empresas de Transporte,,,,
Asesor Comercial Surco ¡Comisiones Sin Límites! + Planilla completa,Verisure Peru SAC,,,
Conductor AIIB,Universidad César Vallejo,,,
Técnico Electricista / Grupos Electrogenos / Ate,MODASA,,,
Asesor Comercial San Juan de Miraflores ¡Comisiones Sin Límites! + Planilla completa,Verisure Peru SAC,,,
Tecnico de Mantenimiento Electrico / Lurin / Urgente,MODASA,,,
Practicante Profesional de Programación / Desarrollo de Software,BSG Institute,,,
Clasificado por Reglas,BSG Institute,,,
Supervisor BackOffice,ALMPES CONTACT CENTER,,Presencial y remoto,
Auxiliar de Almacén / Villa el Salvador,Manpower,,,
Asesor de venta en campo: Comisiones sin Tope + Planilla Completa,Verisure Peru SAC,,,
Asesor Comercial Trujillo ¡Comisiones Sin Límites! + Planilla completa,Verisure Peru SAC,,,
Practicante Comercial,Papelera Nacional S.A.,,Presencial y remoto,
Asesor de venta en Campo: Comisiones sin Tope + Planilla Completa,Verisure Peru SAC,,,
Instrumentista,,,,
Asesor de venta en Campo: Comisiones sin Tope + Planilla Completa,Verisure Peru SAC,,,
Asesor de venta en Campo: Comisiones sin Tope + Planilla Completa,Verisure Peru SAC,,,
Enfermero(a) en Dx de Imágenes  Consulta Externa Clínica Delgado,Grupo AUNA,,,
Agentes de Seguridad Bilingues / PT y FT / Aeropuerto Internacional Jorge Chávez,Longport Perú S.A.,,,
Gestor de Cobranzas / Planilla Completa / Sueldo Fijo + Bono x Movilidad / Motorizado / Cusco,Estilos S.R.L.,,,
Técnico Electricista/ Mecánico/ Electromecánico con experiencia en plantas industriales para Comas,Total Talent Human Resources,,,
Promotor de Venta de Tarjetas de Crédito / Jaén,Estilos S.R.L.,,,
Digitador (a) turno mañana / Digitador (a) turno noche,POLYSISTEMAS CORP S.A.C.,,,
Ingeniero de seguridad,Operaciones Seprocal,,,
Maquinista de Laminado,Resinplast S.A,,,
Remax  Asesor(a)  Inmobiliario / Con O Sin Experiencia,REMAX Exclusive,,Presencial y remoto,
"Trabajo en cobranza sin experiencia, Sueldo fijo más comisiones, atención al cliente BCP Interbank",,,,
Asistente de contabilidad por reemplazo,Club Internacional Arequipa,,,
Asistente de Facturación y Cobranzas,AGL TRANSPORT S.A.C.,,,
Remax Asesora Comercial Inmobiliario Agente / Con O Sin Experiencia,REMAX Exclusive,,Presencial y remoto,
